sentence,label
Anda yang tidak mempercayai Santa Claus mungkin juga berpendapat bahawa sekuel tidak akan dapat menangkap keajaiban yang asli.,3
"Nah, filem ini membuktikan anda salah dalam kedua-dua pertuduhan itu.",2
Komedi yang tidak masuk akal tentang sebuah bandar yang terpisah di pinggirnya.,5
Filem Imax langka yang anda mahukan lebih dari satu jam.,4
Perancangan Isteri Saya tidak istimewa;,3
"Saya belum menemui filem tempur Perang Vietnam yang sebenarnya dihasilkan oleh Vietnam Utara atau Selatan, tetapi sekurang-kurangnya sekarang kita mempunyai sesuatu yang cukup dekat.",4
Filem yang bergerak dan tidak menarik.,5
Ini adalah filem tajam mengenai subjek yang membosankan.,4
"Ini seperti Rocky dan Bullwinkle on Speed, tapi itu sama sekali tidak mencerahkan, dan juga tidak menangkap intensiti keanehan filem ini.",2
"Sebagai petualangan aksi, penghormatan di ruang angkasa ini ke Pulau Louis Treasure Robert Louis Stevenson menembakkan semua saluran plasma.",4
"Filem melankolis, emosi.",3
"Walaupun pembuatan filem mungkin sedikit terputus, pokok bahasannya sangat menarik sehingga anda tidak peduli.",4
"Sangat romantis, menimbulkan pemikiran dan bahkan misteri yang menarik.",5
"Konyol, kekenyangan, lucu secara konsisten.",5
Dan pendidikan!,4
"Yang lain dalam barisan panjang filem perang ultra-ganas, filem ini tidak seperti filemnya, tetapi kisah dan tema yang sesuai dengannya.",3
Tidak menimbulkan keraguan bahawa Kidman telah menjadi salah satu pelakon terbaik kami.,5
"Filem ini mempunyai humor kering dan kejutan yang menggelegar, serta momen misteri yang menakjubkan.",5
Diarahkan dengan cantik dan bertindak meyakinkan.,4
Berjudi dan melemparkan permainan bola keranjang untuk mendapatkan wang bukanlah plot baru - sebenarnya Toback sendiri menggunakannya dalam Hitam dan Putih.,3
Tetapi kegelisahan Toback yang tidak menyenangkan membuatnya kelihatan segar kembali.,4
"Dalam potongan sutradara, filem ini bukan hanya merupakan lagu cinta kepada filem-filem tetapi juga lebih lengkap sebagai contoh pengalaman filem yang menyeluruh dan menyelimuti yang dimodifikasikannya.",4
Bawa sekuelnya.,4
Dihiasi dengan jenis tekstur sosial dan realisme yang tidak asing dalam komedi remaja Amerika.,4
"Sekiranya kita kadang-kadang memerlukan khayalan yang menenangkan mengenai penyakit mental, kita juga memerlukan filem seperti Tim McCann's Revolution No. 9.",4
"Filem ini kadang-kadang menguji kesabaran penonton dengan langkah perlahan dan watak utama yang kadang-kadang menentang simpati, tetapi akhirnya memuaskan dengan kisahnya yang bergerak.",4
"Filem belanjawan besar / semua bintang yang tidak semestinya murni seperti The Hours adalah jarang, dan acara.",4
"... pastinya perjalanan yang menghiburkan, walaupun banyak adegan yang lambat dan lambat.",4
Tetapi nampaknya ada sesuatu yang hilang.,3
"Rasa sihir sebenar, mungkin.",4
Bahawa Haynes dapat mempertahankan dan membongkar fasad yang dibina oleh genre dan wataknya adalah pencapaian kebenaran dan narasi yang luar biasa.,5
"Filem ini berfungsi untuk saya sehingga ke adegan terakhir, dan kemudian ia masuk.",3
... salah satu filem raksasa yang paling menghiburkan pada zaman ...,5
"Menjatuhkan anda ke dalam realiti yang, lebih sering tidak, sukar dan sedih, dan kemudian, tanpa sentimentalis atau menafikan kekejamannya, mengubah kenyataan itu menjadi visi lirik dan perayaan.",4
Adakah anda akan ketawa jika seorang kerdil bermain tuba tergelincir di sebuah bukit di tong sampah?,3
Adakah anda tergelak dengan pemikiran seorang pustakawan kuno yang memukul bahagian tubuh lelaki tertentu?,3
"Sekiranya anda menjawab ya, bolehlah menikmati The New Guy.",4
"Filem ini ... bertekad untuk memperlakukan watak-wataknya, lemah dan kuat, sebagai manusia yang salah, bukan karikatur, dan secara berhati-hati menggambarkan kos konflik yang tidak dapat dielakkan antara desakan manusia dan institusi yang berkaitan dengan pemeliharaan diri.",4
Kesalahan langkah mengambil kisah yang menarik dan memukau dan mengirimkannya ke jalan biasa.,3
Mengintip seni dan penderitaan yang sangat diperlukan untuk membuat orang ketawa.,4
Berdiri dengan tegas tanpa disangka tetapi sangat hebat.,4
Kesan khas animasi primitif yang menarik menyumbang kepada suasana hati yang dilestarikan melalui kesimpulan yang mengejutkan.,4
"Made-Up menyalakan proses pembuatan filem itu sendiri, sambil menyoroti sorotan yang tidak terlalu menyanjung tinggi mengenai pengertian pulchritude di Amerika.",3
Membangkitkan abad ke-19 dengan kehalusan yang merupakan pelajaran objek dalam pembuatan filem zaman.,4
Ya-Yas di mana sahaja akan memaafkan kekurangan dan menyukai filem ini.,4
"Silap mata terbaik filem ini adalah cara ia memperlakukan konspirasi sebagai sejenis Blair Witch politik, keruh mengerikan yang menghantui kita dengan tepat kerana ia tidak pernah dapat dilihat.",3
"Karya seni itu luar biasa dan tidak seperti kebanyakan animaton dari Jepun, watak-wataknya bergerak dengan rahmat dan semangat.",5
Jalan raya yang menarik itu dipenuhi dengan sindiran sindiran yang tajam pada egosentrisiti khas dari baka yang bertindak.,4
Pembuatan semula kisah Dumas yang moden adalah panjang naratif dan pendek.,2
Filem Fred Schepisi diatur dengan kecepatan yang lambat untuk kita di usia pertengahan dan lambat untuk remaja mana pun.,1
"Dengan pemeran pelakon Brit A-list, perlu dicari.",5
Penderitaan yang lemah terhadap sasaran anak lelaki yang berusaha memecahkan jurang hubungan mereka dengan ayah mereka.,2
"Tidak semestinya aneh dan tidak menyenangkan, Air Hangat mungkin merupakan komedi terbaik dan paling tidak dapat diramalkan tahun ini.",5
"Ia seperti pelanggan lama Warner Bros yang dihidupkan dengan seks - ini mungkin filem yang selalu dibuat oleh Errol Flynn, walaupun Bette Davis, yang dilakonkan sebagai Joan, akan membunuhnya.",3
Ini adalah pengembaraan Amerika yang hebat dan filem hebat untuk dibawa ke IMAX.,5
"Memuaskan, segar dan kuno pada masa yang sama.",4
"Oh, James!",4
"Acara ke-20 anda menunjukkan banyak stamina dan daya hidup, dan dapatkan ini, cameo Madonna tidak menghisap!",4
Bahawa kematian hanyalah peralihan adalah prinsip umum dalam agama-agama dunia.,3
Filem yang sangat spiritual ini memanfaatkan makna dan penghiburan dalam komunikasi akhirat.,4
Ada sesuatu yang begitu bertafakur dan lirik tentang drama Babak Payami yang berani dan unik Iran Secret Ballot ... si kecil yang menawan dan membangkitkan yang berjaya memperlihatkan sisi lembut dan berperikemanusiaan dalam politik dunia Timur Tengah,4
"Menarik box-office di Korea, Shiri adalah suatu keharusan bagi peminat genre.",4
"Saya bukan peminat ungkapan ""mengesahkan kehidupan"" kerana biasanya bermaksud ""schmaltzy"", tetapi Wanita Sebenar Mempunyai Kurva benar-benar menegaskan kehidupan.",4
Simbol-simbol itu melayang seperti rama-rama dan stil gaya berputar seperti lebah.,3
Saya mahukan lebih banyak.,2
"Sekiranya ketegangan yang tidak menyenangkan anda cari - anda akan menjumpainya dengan Ring, sebuah filem menyeramkan yang tidak dapat dipertikaikan;",4
"Arahan dan kostum seni cantik dan terperinci, dan arah Kurys pintar dan berwawasan.",5
Naga Merah membuat seseorang menghargai Keheningan Anak Domba.,3
"Menyajikan drama Perang Dunia II yang tidak dapat disembunyikan sepenuhnya, tetapi setidaknya menarik perhatian kepada masalah yang telah lama diabaikan oleh Hollywood.",4
"Leigh tidak membuka jalan baru, tetapi dia tahu bagaimana setiap hari dapat membunuh cinta.",4
"Walaupun filem Broomfield tidak menangkap kesan kematian tragis ini terhadap budaya hip-hop, filem ini berjaya sebagai pandangan yang kuat terhadap kegagalan sistem keadilan kita.",4
"... melucutkan simpanan Alkitab mengenai potensi kekudusan, menjadikannya bermanfaat bagi anak-anak dan orang dewasa yang berhati-hati di gereja.",4
"Garis ketawa-ketawa, pertunjukan yang sangat menggelikan tapi sungguh-sungguh, dan dialog yang berkilauan dan manis yang mengejar dilema gadis moden itu.",5
"Cenderung menumpuk terlalu banyak ""masalah serius"" di piringnya kadang-kadang, namun tetap cukup ringan, selalu menghiburkan, dan ditulis dengan bijak.",4
Filem kecil yang menghiburkan.,4
"Ini adalah filem yang menghiburkan, dan efeknya, yang ditingkatkan ke ukuran hotel di pusat kota, akan membawa Anda ke luar angkasa.",4
"Sayles mempunyai kemampuan untuk berperan, sering menghidupkan kembali para pelakon yang jarang bekerja di filem sekarang ... dan melukis persembahan menarik dari pelakon hambar.",5
"Walaupun pengakhiran terlalu banyak, filem ini berfungsi dengan baik kerana persembahannya.",4
Filem yang penuh semangat ingin tahu bertekad untuk mengungkap kebenaran dan semoga memberi inspirasi kepada tindakan.,5
"Walaupun kata-kata Nijinsky semakin terganggu, filem ini mempertahankan ketenangan dan ketenangan yang membuatnya dapat diakses untuk fitur yang tidak naratif.",4
Kekacauan disimbah dengan keindahan berdarah yang jelas seperti yang pernah diberikan oleh Scorsese kepada kita.,4
"Dari kedua kisah hebat dan mengerikan, Mr. Nelson telah membuat sebuah filem yang merupakan pengalaman yang tidak dapat disangkal lagi dan menghancurkan.",4
"Spider-Man adalah mengenai tumbuh rambut aneh, mendapatkan badan yang lebih matang, dan menganggapnya perlu menyembunyikan rembesan baru dari unit ibu bapa.",2
Perkara pertama yang mengejutkan mengenai Sorority Boys adalah bahawa ia sebenarnya dapat ditonton.,4
Lebih membingungkan adalah bahawa ia lucu.,3
"Diserlahkan dengan gaya kasar dan pemeran yang sangat baik, itu lebih baik daripada yang diharapkan apabila anda melihat senarai filem yang dibintangi oleh Ice-T dalam peranan utama.",4
"Baik komedi mahupun romantik, lebih merupakan penyimpangan tema yang menarik minat Attal dan Gainsbourg - mereka hidup bersama - filem ini mempunyai banyak daya tarikan.",4
"Pertama dan terpenting ... alasan untuk melihat ""Blue Crush"" adalah sinematografi kelahiran air yang luar biasa oleh David Hennings.",5
"Keajaiban yang berwawasan, tetapi kurang mendalam dalam penceritaan yang biasanya terdapat di anime seperti ini.",2
"Masalah dan watak yang diungkapkannya bersifat universal dan melibatkan diri, dan filem itu sendiri - serta pemerannya yang menggembirakan - begitu mudah, cantik dan berbakat, ia benar-benar memenangi hati saya.",5
"Dalam usaha terbarunya, Bercerita, Solondz akhirnya membuat filem yang tidak hanya menyinggung - ia juga kebetulan bagus.",4
Bagaimana Saya Membunuh Bapa Saya jarang berlaku di Hollywood.,3
"Ini adalah pameran pelakon yang mencapai tujuan utamanya tanpa menggunakan kesan khas, melainkan dengan menekankan watak - termasuk yang menyokong.",3
"Saya baru sahaja melihat filem ini ... baik, mungkin tidak tepat untuk menyebutnya filem.",2
"Yang paling mengesankan tentang Circuit adalah gambarnya di video digital, yang kamera kecilnya membolehkan Shafer menavigasi ruang besar ... dan kecil ... dengan banyak sekali.",4
"Scherfig, penulis-pengarah, telah membuat sebuah filem dengan penuh harapan sehingga ia benar-benar membuat hati melambung tinggi.",5
"Ya, melambung.",4
Pandangan yang menarik dan lucu pada penduduk kejiranan Kopenhagen menghadapi komplikasi yang melanda kehidupan mereka.,5
"""Apa yang sebenarnya berlaku?",3
"adalah soalan untuk ahli falsafah, bukan pembuat filem;",2
"Soderbergh, seperti Kubrick di hadapannya, mungkin tidak menyentuh kulit planet ini, tetapi memahami cara kerjanya.",5
"Banyak penghargaan harus diberikan kepada pasukan operasi kamera air Don King, Sonny Miller, dan Michael Stewart.",4
Karya mereka hebat.,5
Crush sangat hangat dan kabur sehingga anda mungkin dapat memaafkan babak kedua yang bersemangat.,4
"Franco adalah pilihan yang sangat baik untuk pengembara berdinding tetapi mudah terbakar, tetapi dia tidak memberikan prestasi transenden yang perlu dilakukan oleh SONNY untuk mengatasi jurang dalam pengembangan watak dan logik cerita.",1
"Filem baru Tsai Ming-liang yang cerdik dan cerdik, Pukul Apa Ada?",4
", adalah penyelidikan sementara yang memikul beban filosofisnya dengan ringan.",4
The Pianist tidak mempunyai hubungan emosi cepat dari Daftar Schindler's Steven Spielberg.,3
Tetapi Mr. Polanski membuat gambar lebih menghantui daripada gambar klasik Mr. Spielberg 1993.,5
"Steers, dalam filem sulungnya, telah mencipta filem bergerak yang cemerlang.",5
"Koleksi vignet yang luar biasa dan tidak masuk akal yang, dengan cara mereka sendiri yang unik, merangkumi seram hidup yang aneh di alaf baru.",4
"Hangat dan bijaksana, dengan cepat mengeluarkan humor yang menggelikan dengan kesungguhan yang mendasari penonton, memberikan pengalaman yang lebih kaya daripada yang dijangkakan.",5
"Filem ini mungkin tidak sekuat gambar-gambar yang berkaitan dengan ubat-ubatan yang lebih baik, tetapi filem ini masih berjaya.",3
Hiburan kuno tetapi memuaskan.,4
Dokumentari yang menggembirakan dan memabukkan yang memaparkan kebangkitan budaya hip-hop secara umum dan seni menggaru (atau turntablism) khususnya.,5
"Filem keluarga yang menyeronokkan yang sesuai untuk semua peringkat umur - filem yang akan membuat anda ketawa, menangis dan sedar, ""Tidak pernah terlambat untuk mempercayai impian anda.",5
Sekiranya anda membuka teori Mr. Reggio mengenai citra ini sebagai set filem ... ia dapat memberikan rasa kehinaan dan perubahan yang hampir nyata.,4
"Saya mempunyai impian bahawa komedi pintar akan muncul untuk menyelamatkan saya dari musim panas codswallop tandas-humor yang digerakkan oleh remaja, dan namanya Earnest.",5
"Walaupun filem ini tidak berjaya mencapai semua markahnya, ia tetap menghiburkan untuk menonton latihan sasaran.",4
"Di mana Ini adalah malas tetapi menyeronokkan, formula komedi yang ditebus oleh bintang-bintangnya, Itu bahkan lebih malas dan jauh lebih menggembirakan.",2
"Pemandangan 3-D dari orbit, dengan stesen angkasa yang digantung seperti sekumpulan lonceng angin di atas dunia biru yang hebat, adalah bait puisi visual yang menakjubkan.",5
"Daya tarikan antara dua watak marjinal ini kompleks sejak awal - dan, yang menyegarkan, tetap seperti itu.",4
Peminat filem aksi Hong Kong moden akhirnya mempunyai pengganti yang layak untuk A Better Tomorrow dan The Killer yang telah mereka tunggu dengan sabar.,4
"Walaupun dia tidak memiliki pandangan yang paling kritikal, Godard masih boleh menjadi lebih pintar daripada 50 pembuat filem lain yang masih bekerja.",4
Apa yang membezakan komedi romantis ini daripada kebanyakan komedi romantis Hollywood adalah kaedahnya yang rendah untuk menangani apa yang kelihatan seperti bahan yang sudah selesai.,4
"Mempunyai kecerdasan, tenaga dan keturunan yang cukup untuk menyenangkan bukan sahaja penganut fanatik di kedua-dua belah pihak, tetapi juga orang yang tidak tahu apa-apa mengenai subjek ini dan menganggap mereka tidak berminat.",4
Penggoda thriller yang menggoda ini menyelesaikan tugasnya.,4
Ini hangus.,4
"Komedi / drama manis yang penuh dengan kehidupan, gerak tangan, dan beberapa lelaki Itali yang sangat menggemaskan.",5
Berfungsi sebagai keseronokan berjangkit.,5
"Daktikisme terbaik adalah yang dianut oleh rasa humanisme yang kuat, dan Tingkah Laku Selamat Bertrand Tavernier (""Laissez-passer"") memakai jantungnya di lengan bajunya.",5
Sebuah filem yang sangat menakutkan yang meletakkan kedudukan lain dalam senarai panjang kisah-kisah polis yang dikuasai.,4
"Sebuah komedi yang menawan, penuh dengan olok-olok ... salah satu filem boneka sinematik yang bertujuan - dan secara meluas, pencapaian - nampaknya sedikit menipu di permukaan.",4
Filem dengan kesenangan hampir sama seperti orang dewasa dan kanak-kanak dan peminat anjing.,5
Penggemar filem yang serius dalam perjalanan ini akan mendapati bahawa Jalan ke Perdesi menuju ke destinasi yang memuaskan.,5
Menghangatkan hati dan komik dengan lembut walaupun filem ini menghancurkan hati anda.,4
"Caruso kadang-kadang menjadi kelucuan sub-Tarantino ... tetapi sebahagian besarnya dia memastikan Laut Salton berfungsi dengan cara yang baik, menjaga agar tetap ketat dan jahat.",4
Kuasa Austin hitam?,3
Saya lebih suka menganggapnya sebagai `` Pootie Tang dengan anggaran.,3
